"Meta Keywords","فوق واژه"
"New Block","بلاک جدید"
"New Folder Name:","نام پوشه‌ی جدید:"
"New Page","نام صفحه"
"No files found","فایلی یافت نشد"
"Page Information","اطلاعات صفحه"
"Page Layout","آرایش صفحه"
"Page Status","وضعیت صفحه"
"Page Title","عنوان صفحه"
"Pages","صفحات"
"Product Tax Class Information","اطلاعات کلاس مالیاتی محصول"
"Redirect to CMS-page if Cookies are Disabled","هدایت مجدد به صفحه‌ی CMSاگر کوکی‌ها ناممکن شده‌اند"
"Relative to Website Base URL","نسبت به URL مبنای وب‌سایت"
"Save Block","ذخیره‌ی بلاک"
"Save Page","ذخیره‌ی صفحه"
"Save Process","فرایند ذخیره"
"Select Block...","انتخاب بلاک..."
"Select Page...","انتخاب صفحه..."
"Show Breadcrumbs for CMS Pages","نمایش ردپاها برای صفحات CMS"
"Show Notice if JavaScript is Disabled","نمایش توجه اگر JavaScript ناممکن شده است"
"Static Blocks","بلاک‌های ایستا"
"Status","وضعیت"
"Storage Root","ریشه‌ی مخزن"
"Store View","نمای فروشگاه"
"Template","قالب"
"The block has been deleted.","بلاک حذف شد."
"The block has been saved.","بلاک ذخیره شد."
"The directory %s is not writable by server.","دایرکتوری %s توسط سرور قابل نوشتن نیست."
"The page URL key cannot consist only of numbers.","کلید URL صفحه نمی‌تواند تنها شامل اعداد باشد."
"The page has been deleted.","صفحه حذف شد."
"The page has been saved.","صفحه ذخیره شد."
"This block no longer exists.","این بلاک دیگر وجود ندارد."
"This page no longer exists.","این صفحه دیگر وجود ندارد."
"Title","عنوان"
"URL Key","کلید URL"
"Unable to find a block to delete.","ناتوان در یافتن یک بلاک برای حذف."
"Unable to find a page to delete.","ناتوان در یافتن یک صفحه برای حذف."
"WYSIWYG Options","گزینه‌های WYSIWYG"
"px.","px."
